fid,id,Assets_Threats,Name,Ward,Subward,Subward_asset_id,asset_threat_category,Assets_per_ward_id,latitude,longitude,important_asset_at_risk_per_ward_ID,continued_from_asset_at_risk_id,Important_asset_not_at_risk_per_ward_ID,Evacuation_center_per_ward_ID,At_risk_but_not_important_ID
,49,Important asset and not at risk,Stadi Hardware,  Bonyokwa   ,Msingwa,,,,-6.839896142,39.12824944,,,42,,
,50,Important asset and not at risk,Sweet Mangi Hardware,  Bonyokwa   ,Msingwa,,,,-6.836886173,39.12173037,,,43,,
,51,Important asset and not at risk,Trinity Kingdom Primary School,  Bonyokwa   ,Msingwa,,,,-6.833456884,39.12386038,,,44,,
,52,Important asset and not at risk,Upendo Battery Charge,  Bonyokwa   ,Msingwa,,,,-6.838021764,39.12441402,,,45,,
,53,Important asset and not at risk,African Inland Church,  Bonyokwa   ,kisiwani,,,,-6.837434011,39.16397505,,,46,,
,54,Important asset and not at risk,Best Moment Pub,  Bonyokwa   ,kisiwani,,,,-6.840265264,39.16490924,,,47,,
,55,Important asset and not at risk,Garage,  Bonyokwa   ,kisiwani,,,,-6.831248903,39.16805505,,,48,,
,56,Important asset and not at risk,Hardware,  Bonyokwa   ,kisiwani,,,,-6.839229969,39.16437852,,,49,,
,57,Important asset and not at risk,Jumble Alminium& Welding Workship,  Bonyokwa   ,kisiwani,,,,-6.838779151,39.1648485,,,50,,
,58,Important asset and not at risk,kisiwani Sub Ward Office,  Bonyokwa   ,kisiwani,,,,-6.83818969,39.16437652,,,51,,
,59,Important asset and not at risk,Kwamwagila Day Care Education Center,  Bonyokwa   ,kisiwani,,,,-6.839906614,39.15993314,,,52,,
,60,Important asset and not at risk,Macedonia Nursery and Primary School,  Bonyokwa   ,kisiwani,,,,-6.834040425,39.16755338,,,53,,
,61,Important asset and not at risk,Malisa Grocery,  Bonyokwa   ,kisiwani,,,,-6.838615036,39.1632532,,,54,,
,62,Important asset and not at risk,Masjid Mwishehe,  Bonyokwa   ,kisiwani,,,,-6.838486903,39.16348197,,,55,,
,63,Important asset and not at risk,Morovian Church,  Bonyokwa   ,kisiwani,,,,-6.837934885,39.21232191,,,56,,
,64,Important asset and not at risk,Peace and Serving Church,  Bonyokwa   ,kisiwani,,,,-6.840475911,39.16199388,,,57,,
,65,Important asset and not at risk,St Thomas Nursery School,  Bonyokwa   ,kisiwani,,,,-6.840620285,39.16426599,,,58,,
,66,Important asset and not at risk,Vana Pub,  Bonyokwa   ,kisiwani,,,,-6.838307932,39.16453752,,,59,,
,67,Important asset and not at risk,Vana Red Cafe,  Bonyokwa   ,kisiwani,,,,-6.838596535,39.16430152,,,60,,
,68,Important asset and not at risk,Vana shoppe,  Bonyokwa   ,kisiwani,,,,-6.838193948,39.16407287,,,61,,
,69,Important asset and not at risk,Victoria Nursery and Day Care,  Bonyokwa   ,kisiwani,,,,-6.838904988,39.16282086,,,62,,
4114,70,Evacuation center,Evacuation Centre,Buguruni,Malapa,,,,-6.833372942,39.25265495,,10,,1,
4188,71,Important asset and at risk,Mgumba Mosque,Buguruni,Madenge,,,,-6.837303201,39.24838894,1,,,,
4189,72,Important asset and at risk,Buyuni Cemetery,Buguruni,Madenge,,,,-6.837571816,39.24684291,2,,,,
4187,73,Important asset and at risk,Minja Cemetery,Buguruni,Madenge,,,,-6.838263583,39.24767794,3,,,,
4184,74,Important asset and at risk,Buguruni Playground,Buguruni,Madenge,,,,-6.838688062,39.24436701,4,,,,
4185,75,Important asset and at risk,Agvea guest House,Buguruni,Madenge,,,,-6.839080704,39.24570942,5,,,,
4186,76,Important asset and at risk,Green guest House,Buguruni,Madenge,,,,-6.840433729,39.24520004,6,,,,
4190,77,Important asset and at risk,Answary Mosque,Buguruni,Malapa,,,,-6.833257273,39.25339274,7,,,,
4191,78,Important asset and at risk,Maumba Islamic Foundation,Buguruni,Malapa,,,,-6.833352452,39.25311778,8,,,,
4192,79,Important asset and at risk,Sukita Garden,Buguruni,Mivinjeni,,,,-6.825249452,39.24679831,9,,,,
112,80,Important asset and not at risk,Masjid Nabawia,Buguruni,kisiwani,,,,-6.828444608,39.24377339,,,1,,
111,81,Important asset and not at risk,TAG Church,Buguruni,kisiwani,,,,-6.828970888,39.24220123,,,2,,
125,82,Important asset and not at risk,Nemesi Nursery School,Buguruni,kisiwani,,,,-6.829723018,39.24353415,,,3,,
110,83,Important asset and not at risk,EAGT Church,Buguruni,kisiwani,,,,-6.830016779,39.24388028,,,4,,
108,84,Important asset and not at risk,Masjid Bofu,Buguruni,kisiwani,,,,-6.830488133,39.24212384,,,5,,
134,85,Important asset and not at risk,Ferooz Cementery,Buguruni,kisiwani,,,,-6.831000072,39.24055811,,,6,,
101,86,Important asset and not at risk,Mchalo Grinding Machine,Buguruni,kisiwani,,,,-6.831223672,39.24496757,,,7,,
132,87,Important asset and not at risk,Goshen Church,Buguruni,kisiwani,,,,-6.832093684,39.24603391,,,8,,
102,88,Important asset and not at risk,Paper Industry,Buguruni,kisiwani,,,,-6.832192396,39.24478019,,,9,,
123,89,Important asset and not at risk,arafa Dispensary,Buguruni,kisiwani,,,,-6.832242477,39.24191959,,,10,,
109,90,Important asset and not at risk,Roman Catholic Church,Buguruni,kisiwani,,,,-6.832590543,39.24071371,,,11,,
131,91,Important asset and not at risk,Husna Cafe,Buguruni,kisiwani,,,,-6.832724032,39.24566034,,,12,,
120,92,Important asset and not at risk,Zuberi Garage,Buguruni,kisiwani,,,,-6.832845374,39.24494821,,,13,,
133,93,Important asset and not at risk,Jay Ambe Water Well,Buguruni,kisiwani,,,,-6.833151129,39.24410956,,,14,,
104,94,Important asset and not at risk,Rh Enterprises,Buguruni,kisiwani,,,,-6.833229492,39.24601662,,,15,,
117,95,Important asset and not at risk,Mugango guest House,Buguruni,kisiwani,,,,-6.833397867,39.24335546,,,16,,
119,96,Important asset and not at risk,Kifula Bar,Buguruni,kisiwani,,,,-6.833444768,39.24125242,,,17,,
118,97,Important asset and not at risk,Fiesta guest House,Buguruni,kisiwani,,,,-6.833445442,39.24394685,,,18,,
100,98,Important asset and not at risk,Taqua(Dew Drop) Industry,Buguruni,kisiwani,,,,-6.833677176,39.24557765,,,19,,
105,99,Important asset and not at risk,K & V Hardware,Buguruni,kisiwani,,,,-6.833841549,39.24485113,,,20,,
113,100,Important asset and not at risk,Kibonde Maji Masjid,Buguruni,kisiwani,,,,-6.833863593,39.24264303,,,21,,
135,101,Important asset and not at risk,Maturubai Industry,Buguruni,kisiwani,,,,-6.834230255,39.2437102,,,22,,
114,102,Important asset and not at risk,Masjid Ghadafi,Buguruni,kisiwani,,,,-6.834741578,39.2434835,,,23,,
115,103,Important asset and not at risk,Kigoma guest House,Buguruni,kisiwani,,,,-6.835430084,39.24264022,,,24,,
128,104,Important asset and not at risk,FMJ Garage,Buguruni,kisiwani,,,,-6.835464571,39.24188089,,,25,,
136,105,Important asset and not at risk,SABCo Garage,Buguruni,kisiwani,,,,-6.835653288,39.24466364,,,26,,
130,106,Important asset and not at risk,Tanaganyika Wildlife Safari (Tawisa),Buguruni,kisiwani,,,,-6.835991151,39.24441935,,,27,,
122,107,Important asset and not at risk,Akiba Bank,Buguruni,kisiwani,,,,-6.83600214,39.24544952,,,28,,
121,108,Important asset and not at risk,Mart Buguruni Dispensary,Buguruni,kisiwani,,,,-6.836040507,39.24510686,,,29,,
116,109,Important asset and not at risk,Corner Bar,Buguruni,kisiwani,,,,-6.836453931,39.24452798,,,30,,
127,110,Important asset and not at risk,Babecov Complex,Buguruni,kisiwani,,,,-6.836576562,39.24238346,,,31,,
129,111,Important asset and not at risk,Masjid Nnur (Makukula),Buguruni,kisiwani,,,,-6.83672984,39.24289976,,,32,,
106,112,Important asset and not at risk,Subward Office,Buguruni,kisiwani,,,,-6.836850244,39.24374661,,,33,,
137,113,Important asset and not at risk,kigongo hardware,Buguruni,kisiwani,,,,-6.836991372,39.24266496,,,34,,
103,114,Important asset and not at risk,Nyala Timber,Buguruni,kisiwani,,,,-6.837246557,39.24291881,,,35,,
126,115,Important asset and not at risk,Buguruni Bus Stop,Buguruni,kisiwani,,,,-6.837443203,39.24417083,,,36,,
99,116,Important asset and not at risk,Sheli Masjid,Buguruni,kisiwani,,,,-6.837585789,39.24336651,,,37,,
107,117,Important asset and not at risk,KCB Bank,Buguruni,kisiwani,,,,-6.837649057,39.24302487,,,38,,
124,118,Important asset and not at risk,Kiombowi Pharmarcy,Buguruni,kisiwani,,,,-6.83782982,39.24408052,,,39,,
27,119,Important asset and not at risk,Akuzam Church,Buguruni,Madenge,,,,-6.835227237,39.253033,,,40,,
32,120,Important asset and not at risk,Wisdom Pharmacy,Buguruni,Madenge,,,,-6.835758829,39.25239761,,,41,,
26,121,Important asset and not at risk,Seventh Day Adventist Church,Buguruni,Madenge,,,,-6.836382614,39.25190946,,,42,,
22,122,Important asset and not at risk,Dreamers Hotel,Buguruni,Madenge,,,,-6.837494216,39.24486577,,,43,,
33,123,Important asset and not at risk,California Inn,Buguruni,Madenge,,,,-6.837594698,39.24781457,,,44,,
28,124,Important asset and not at risk,TAG Church,Buguruni,Madenge,,,,-6.837599009,39.2454083,,,45,,
29,125,Important asset and not at risk,Kalembo Hotel,Buguruni,Madenge,,,,-6.837721047,39.24570544,,,46,,
25,126,Important asset and not at risk,Swahiba Mosque,Buguruni,Madenge,,,,-6.838210524,39.24790609,,,47,,
21,127,Important asset and not at risk,Hekima Primary School,Buguruni,Madenge,,,,-6.838401539,39.24479148,,,48,,
30,128,Important asset and not at risk,Hekima Upland Academic School,Buguruni,Madenge,,,,-6.839439853,39.24653184,,,49,,
24,129,Important asset and not at risk,Albaany Mosqui,Buguruni,Madenge,,,,-6.839972109,39.24600655,,,50,,
23,130,Important asset and not at risk,Loliondo Bar,Buguruni,Madenge,,,,-6.840104758,39.24549187,,,51,,
31,131,Important asset and not at risk,Timber Workshoppe,Buguruni,Madenge,,,,-6.840798847,39.24501168,,,52,,
56,132,Important asset and not at risk,Kilinja Lodge,Buguruni,Malapa,,,,-6.830075407,39.25198919,,,53,,
34,133,Important asset and not at risk,The Amazon Colleeege,Buguruni,Malapa,,,,-6.830232716,39.25126048,,,54,,
62,134,Important asset and not at risk,Kiwahende Orphanage Centre,Buguruni,Malapa,,,,-6.830418446,39.25046039,,,55,,
68,135,Important asset and not at risk,Kiwowede Road,Buguruni,Malapa,,,,-6.830499248,39.25071618,,,56,,
36,136,Important asset and not at risk,Upendo Dispensary,Buguruni,Malapa,,,,-6.830914166,39.25211312,,,57,,
40,137,Important asset and not at risk,Gulam Mosque,Buguruni,Malapa,,,,-6.83097861,39.25088076,,,58,,
63,138,Important asset and not at risk,Turu Security,Buguruni,Malapa,,,,-6.831114438,39.25050798,,,59,,
39,139,Important asset and not at risk,Alforcani Mosque,Buguruni,Malapa,,,,-6.831159052,39.2525444,,,60,,
46,140,Important asset and not at risk,Malekwa Open Space,Buguruni,Malapa,,,,-6.83172814,39.24913979,,,61,,
55,141,Important asset and not at risk,JM Lodge,Buguruni,Malapa,,,,-6.832298219,39.2503315,,,62,,
42,142,Important asset and not at risk,Madrasa Nyota Quadral,Buguruni,Malapa,,,,-6.832533191,39.24956016,,,63,,
60,143,Important asset and not at risk,Police Quaters,Buguruni,Malapa,,,,-6.832540131,39.2485013,,,64,,
64,144,Important asset and not at risk,Ave Maria Day Care Centre,Buguruni,Malapa,,,,-6.832698761,39.24944714,,,65,,
48,145,Important asset and not at risk,Sewa guest House,Buguruni,Malapa,,,,-6.832927784,39.25052979,,,66,,
41,146,Important asset and not at risk,Mitungi Mosque,Buguruni,Malapa,,,,-6.833009082,39.25075386,,,67,,
61,147,Important asset and not at risk,Amini Garage,Buguruni,Malapa,,,,-6.833073526,39.24890581,,,68,,
44,148,Important asset and not at risk,Bi Zainabu Madrasa,Buguruni,Malapa,,,,-6.83312409,39.25101163,,,69,,
66,149,Important asset and not at risk,Malapa Water Point,Buguruni,Malapa,,,,-6.833327335,39.24869364,,,70,,
37,150,Important asset and not at risk,Haqq Mosque,Buguruni,Malapa,,,,-6.833377899,39.24800161,,,71,,
50,151,Important asset and not at risk,Mapolon guest House,Buguruni,Malapa,,,,-6.833429454,39.24891969,,,72,,
58,152,Important asset and not at risk,Malapa Subward Office,Buguruni,Malapa,,,,-6.833491915,39.24833474,,,73,,
49,153,Important asset and not at risk,"Leckam Social Hall, guest House And Bar",Buguruni,Malapa,,,,-6.833659468,39.24866985,,,74,,
67,154,Important asset and not at risk,Imma Hostel,Buguruni,Malapa,,,,-6.834049105,39.24981992,,,75,,
69,155,Important asset and not at risk,Cuf Office,Buguruni,Malapa,,,,-6.834147368,39.2478231,,,76,,
65,156,Important asset and not at risk,Machachuni Water Point,Buguruni,Malapa,,,,-6.834269205,39.25056548,,,77,,
45,157,Important asset and not at risk,Pentekoste Church,Buguruni,Malapa,,,,-6.834595389,39.25023434,,,78,,
43,158,Important asset and not at risk,Kamalia Mikole Madrasat,Buguruni,Malapa,,,,-6.835047486,39.24953835,,,79,,
38,159,Important asset and not at risk,Dume Mosque,Buguruni,Malapa,,,,-6.83509111,39.25265742,,,80,,
35,160,Important asset and not at risk,Mjema Tanesco College And Nursery,Buguruni,Malapa,,,,-6.8352081,39.25016891,,,81,,
53,161,Important asset and not at risk,Annex Lodge,Buguruni,Malapa,,,,-6.835259655,39.2484894,,,82,,
59,162,Important asset and not at risk,Buguruni Market,Buguruni,Malapa,,,,-6.835312201,39.24676826,,,83,,
47,163,Important asset and not at risk,Malapa Cemetary,Buguruni,Malapa,,,,-6.835515447,39.24995872,,,84,,
70,164,Important asset and not at risk,Neema Lidhwaa Madrasat,Buguruni,Malapa,,,,-6.835534504,39.25151391,,,85,,
52,165,Important asset and not at risk,DK Lodge,Buguruni,Malapa,,,,-6.835814862,39.24795601,,,86,,
57,166,Important asset and not at risk,Mlemisi Hotel,Buguruni,Malapa,,,,-6.835928878,39.2465779,,,87,,
51,167,Important asset and not at risk,PMB Lodge,Buguruni,Malapa,,,,-6.83597151,39.24791635,,,88,,
54,168,Important asset and not at risk,White guest House,Buguruni,Malapa,,,,-6.836146674,39.24869147,,,89,,
92,169,Important asset and not at risk,Mabwani Stadium,Buguruni,Mivinjeni,,,,-6.82230282,39.24785123,,,90,,
93,170,Important asset and not at risk,Tafa  Day Care And Nursery School,Buguruni,Mivinjeni,,,,-6.823390452,39.25161551,,,91,,
94,171,Important asset and not at risk,Tafa Water Point,Buguruni,Mivinjeni,,,,-6.825363229,39.25081714,,,92,,
95,172,Important asset and not at risk,Daaruk Arqam Nursery School,Buguruni,Mivinjeni,,,,-6.825685276,39.25100999,,,93,,
88,173,Important asset and not at risk,Masdij Neemah Tulaah,Buguruni,Mivinjeni,,,,-6.826876502,39.25156951,,,94,,
91,174,Important asset and not at risk,Liquid Waste Dams,Buguruni,Mivinjeni,,,,-6.827166306,39.24442249,,,95,,
86,175,Important asset and not at risk,Buguruni Deaf School,Buguruni,Mivinjeni,,,,-6.827220302,39.25122983,,,96,,
90,176,Important asset and not at risk,Highton guest And Lodge,Buguruni,Mivinjeni,,,,-6.827771831,39.24664789,,,97,,
98,177,Important asset and not at risk,Swalu Church,Buguruni,Mivinjeni,,,,-6.828120876,39.24988186,,,98,,
89,178,Important asset and not at risk,Masdij Jabal Hiraa,Buguruni,Mivinjeni,,,,-6.82814628,39.24525106,,,99,,
87,179,Important asset and not at risk,St. Augustine Primary School,Buguruni,Mivinjeni,,,,-6.828454493,39.25038518,,,100,,
96,180,Important asset and not at risk,Lyimo Garage,Buguruni,Mivinjeni,,,,-6.828723413,39.2471993,,,101,,
97,181,Important asset and not at risk,Juwa Matami Water Tank,Buguruni,Mivinjeni,,,,-6.828956935,39.24723266,,,102,,
81,182,Important asset and not at risk,Buguruni Anglican Health Center,Buguruni,Mivinjeni,,,,-6.829285162,39.2501475,,,103,,
82,183,Important asset and not at risk,Kaminija Open School,Buguruni,Mivinjeni,,,,-6.829490701,39.24983811,,,104,,
85,184,Important asset and not at risk,KKKT Parking,Buguruni,Mivinjeni,,,,-6.829585996,39.24738985,,,105,,
80,185,Important asset and not at risk,Sigma Gas Engineering,Buguruni,Mivinjeni,,,,-6.829609137,39.25064503,,,106,,
83,186,Important asset and not at risk,Amani Nursery School,Buguruni,Mivinjeni,,,,-6.829657502,39.24491078,,,107,,
84,187,Important asset and not at risk,Zaituni Church,Buguruni,Mivinjeni,,,,-6.829734231,39.2464587,,,108,,
78,188,Important asset and not at risk,Buguruni Anglican Center(Annex),Buguruni,Mivinjeni,,,,-6.829887689,39.24910418,,,109,,
79,189,Important asset and not at risk,Startimes shoppe,Buguruni,Mivinjeni,,,,-6.830006392,39.25001636,,,110,,
75,190,Important asset and not at risk,TTC Apartment,Buguruni,Mivinjeni,,,,-6.830241308,39.24791321,,,111,,
76,191,Important asset and not at risk,Al Madrassa Musufini,Buguruni,Mivinjeni,,,,-6.830905179,39.24538117,,,112,,
77,192,Important asset and not at risk,Msufini Masjid,Buguruni,Mivinjeni,,,,-6.831138701,39.24550793,,,113,,
74,193,Important asset and not at risk,Anglican Cemetery,Buguruni,Mivinjeni,,,,-6.831242118,39.24866049,,,114,,
73,194,Important asset and not at risk,Farmers Center Animal Feed,Buguruni,Mivinjeni,,,,-6.831405584,39.24720598,,,115,,
71,195,Important asset and not at risk,Yehova Ministry,Buguruni,Mivinjeni,,,,-6.832613227,39.24727937,,,116,,
72,196,Important asset and not at risk,Mo Pak Center,Buguruni,Mivinjeni,,,,-6.83268662,39.24712591,,,117,,
4156,197,At risk but not important asset,Kampala Playgrounds,Gongolamboto,Gongolamboto,,,,-6.879481435,39.15719107,,24,,,1
4157,198,At risk but not important asset,Kwa Madiba,Gongolamboto,Ulongoni A,,,,-6.85717929,39.15977936,,25,,,2
4161,199,At risk but not important asset,Phone Tower,Gongolamboto,Ulongoni B,,,,-6.873487569,39.14535314,,26,,,3
4159,200,At risk but not important asset,Phone Tower,Gongolamboto,Ulongoni B,,,,-6.876112826,39.15500987,,27,,,4
4158,201,At risk but not important asset,Public Water Point,Gongolamboto,Ulongoni B,,,,-6.876244574,39.14021398,,28,,,5
4160,202,At risk but not important asset,Mbegu Mlawa'S Valley,Gongolamboto,Ulongoni B,,,,-6.879408674,39.15157477,,29,,,6
4115,203,Evacuation center,Kampala University,Gongolamboto,Gongolamboto,,,,-6.88506969,39.15716917,,30,,1,
4116,204,Evacuation center,Masjid Muhajirina,Gongolamboto,Ulongoni B,,,,-6.873441417,39.14505396,,31,,2,
4193,205,Important asset and at risk,Mbogamboga Market,Gongolamboto,Gongolamboto,,,,-6.880879147,39.15708576,1,,,,
4194,206,Important asset and at risk,Danger Play Ground,Gongolamboto,Gongolamboto,,,,-6.885264678,39.15810256,2,,,,
4197,207,Important asset and at risk,Namera Industry,Gongolamboto,Guruka Kwalala,,,,-6.883491476,39.14737617,3,,,,
4196,208,Important asset and at risk,SDA Church,Gongolamboto,Guruka Kwalala,,,,-6.883903353,39.14000404,4,,,,
4195,209,Important asset and at risk,Mikongeni Mosque,Gongolamboto,Guruka Kwalala,,,,-6.884321642,39.13990307,5,,,,
4199,210,Important asset and at risk,TAG Ebenezer Church,Gongolamboto,Ulongoni A,,,,-6.855297254,39.15576934,6,,,,
4198,211,Important asset and at risk,Muwanji Pharmacy,Gongolamboto,Ulongoni A,,,,-6.864596951,39.15660659,7,,,,
4200,212,Important asset and at risk,Masjid Ahliya,Gongolamboto,Ulongoni A,,,,-6.867244772,39.15774023,8,,,,
4201,213,Important asset and at risk,Ulongoni Bridge,Gongolamboto,Ulongoni B,,,,-6.866268633,39.13811601,9,,,,
4202,214,Important asset and at risk,Masjid Nuruislamiya,Gongolamboto,Ulongoni B,,,,-6.868254297,39.1404575,10,,,,
4203,215,Important asset and at risk,Mabungo guest House,Gongolamboto,Ulongoni B,,,,-6.873149491,39.14214703,11,,,,
4204,216,Important asset and at risk,Playground,Gongolamboto,Ulongoni B,,,,-6.873744538,39.1415898,12,,,,
4209,217,Important asset and at risk,Mwasasi Bridge,Gongolamboto,Ulongoni B,,,,-6.873983993,39.15848982,13,,,,
4208,218,Important asset and at risk,Mang�Umbe Bridge,Gongolamboto,Ulongoni B,,,,-6.874565177,39.15679619,14,,,,
4205,219,Important asset and at risk,Masjid Munawara,Gongolamboto,Ulongoni B,,,,-6.875036019,39.14198534,15,,,,
4207,220,Important asset and at risk,Masjid Makuti,Gongolamboto,Ulongoni B,,,,-6.875540031,39.15224503,16,,,,
4214,221,Important asset and at risk,Ushindi Primary School,Gongolamboto,Ulongoni B,,,,-6.875640858,39.14582895,17,,,,
4215,222,Important asset and at risk,Dambweni Dam,Gongolamboto,Ulongoni B,,,,-6.875851419,39.14651168,18,,,,
4213,223,Important asset and at risk,Ulongoni Primary School,Gongolamboto,Ulongoni B,,,,-6.87615769,39.14806856,19,,,,
4212,224,Important asset and at risk,Ulongoni Subward'S Office,Gongolamboto,Ulongoni B,,,,-6.876495865,39.14813237,20,,,,
4210,225,Important asset and at risk,Free Pentecost Church,Gongolamboto,Ulongoni B,,,,-6.878000741,39.15552115,21,,,,
4211,226,Important asset and at risk,Bethel Church,Gongolamboto,Ulongoni B,,,,-6.878872274,39.15107242,22,,,,
4206,227,Important asset and at risk,Msimbazi River,Gongolamboto,Ulongoni B,,,,-6.879273489,39.14419267,23,,,,
151,228,Important asset and not at risk,Global Pentecostal Church,Gongolamboto,Gongolamboto,,,,-6.877385249,39.16132072,,,1,,
148,229,Important asset and not at risk,Safari Pub,Gongolamboto,Gongolamboto,,,,-6.878987885,39.16127745,,,2,,
145,230,Important asset and not at risk,Champion Bar,Gongolamboto,Gongolamboto,,,,-6.879201036,39.15828112,,,3,,
157,231,Important asset and not at risk,NMB Branch,Gongolamboto,Gongolamboto,,,,-6.87934531,39.16330905,,,4,,
149,232,Important asset and not at risk,Jerusalem Church,Gongolamboto,Gongolamboto,,,,-6.879494318,39.15966199,,,5,,
147,233,Important asset and not at risk,Water Pump Mosque,Gongolamboto,Gongolamboto,,,,-6.880150598,39.1597253,,,6,,
155,234,Important asset and not at risk,Busweta Bar,Gongolamboto,Gongolamboto,,,,-6.881615118,39.16234628,,,7,,
144,235,Important asset and not at risk,Gongo La Mboto Market,Gongolamboto,Gongolamboto,,,,-6.881633688,39.15681261,,,8,,
150,236,Important asset and not at risk,Good Hope Pharmacy,Gongolamboto,Gongolamboto,,,,-6.881978405,39.1563237,,,9,,
138,237,Important asset and not at risk,Ijumaa Mosque,Gongolamboto,Gongolamboto,,,,-6.882156453,39.15541434,,,10,,
158,238,Important asset and not at risk,Gongo La Mboto Ward Office,Gongolamboto,Gongolamboto,,,,-6.882161202,39.16104162,,,11,,
160,239,Important asset and not at risk,Busweta,Gongolamboto,Gongolamboto,,,,-6.882241927,39.1614806,,,12,,
159,240,Important asset and not at risk,Gongo La Mboto Subward  Office,Gongolamboto,Gongolamboto,,,,-6.882512595,39.16195809,,,13,,
153,241,Important asset and not at risk,Zungo Bridge,Gongolamboto,Gongolamboto,,,,-6.882515563,39.16298467,,,14,,
143,242,Important asset and not at risk,Pugu Bas Station,Gongolamboto,Gongolamboto,,,,-6.882799305,39.15566524,,,15,,
140,243,Important asset and not at risk,Mico Dispensary,Gongolamboto,Gongolamboto,,,,-6.88302812,39.15551362,,,16,,
141,244,Important asset and not at risk,"Mkoka
guest House",Gongolamboto,Gongolamboto,,,,-6.883242159,39.15550095,,,17,,
142,245,Important asset and not at risk,Nursery School,Gongolamboto,Gongolamboto,,,,-6.883296248,39.15532381,,,18,,
156,246,Important asset and not at risk,"Anex And
Champion Bar
",Gongolamboto,Gongolamboto,,,,-6.883313913,39.16105349,,,19,,
139,247,Important asset and not at risk,Leo Tena Bar,Gongolamboto,Gongolamboto,,,,-6.883923788,39.15319972,,,20,,
146,248,Important asset and not at risk,Motorcycle Station,Gongolamboto,Gongolamboto,,,,-6.884014955,39.1574157,,,21,,
154,249,Important asset and not at risk,"Jieca,Mwangaza,Maarifa Primary Schools",Gongolamboto,Gongolamboto,,,,-6.884884497,39.15913389,,,22,,
152,250,Important asset and not at risk,Free Pentecoste Church Of Tanzania(TAG),Gongolamboto,Gongolamboto,,,,-6.886284689,39.16192385,,,23,,
165,251,Important asset and not at risk,Ulongoni Bridge,Gongolamboto,Guruka Kwalala,,,,-6.881645239,39.14919356,,,24,,
166,252,Important asset and not at risk,Kaikai Bridge,Gongolamboto,Guruka Kwalala,,,,-6.884688645,39.14002568,,,25,,
162,253,Important asset and not at risk,"Mosque Istiqama,",Gongolamboto,Guruka Kwalala,,,,-6.885129014,39.14235333,,,26,,
161,254,Important asset and not at risk,Guluka Market,Gongolamboto,Guruka Kwalala,,,,-6.886988072,39.14269255,,,27,,
164,255,Important asset and not at risk,Guluka Kwa Lala Primary School,Gongolamboto,Guruka Kwalala,,,,-6.887015673,39.13640399,,,28,,
163,256,Important asset and not at risk,High Mountain Primary School,Gongolamboto,Guruka Kwalala,,,,-6.888176383,39.1378907,,,29,,
171,257,Important asset and not at risk,Ungweno Hardware,Gongolamboto,Ulongoni A,,,,-6.855913511,39.16019365,,,30,,
173,258,Important asset and not at risk,Highlight School,Gongolamboto,Ulongoni A,,,,-6.866611604,39.15672024,,,31,,
174,259,Important asset and not at risk,Cemetery,Gongolamboto,Ulongoni A,,,,-6.86796969,39.15876022,,,32,,
175,260,Important asset and not at risk,Lua Teacher�S College,Gongolamboto,Ulongoni A,,,,-6.868425551,39.1558655,,,33,,
172,261,Important asset and not at risk,Mangumbe Masjid Bilal,Gongolamboto,Ulongoni A,,,,-6.869015954,39.15563789,,,34,,
169,262,Important asset and not at risk,Ulongoni A Anglican Church,Gongolamboto,Ulongoni A,,,,-6.869539976,39.15521119,,,35,,
170,263,Important asset and not at risk,TAG Church,Gongolamboto,Ulongoni A,,,,-6.869657186,39.1555257,,,36,,
168,264,Important asset and not at risk,Future World Vocation Institute,Gongolamboto,Ulongoni A,,,,-6.870929858,39.15667212,,,37,,
167,265,Important asset and not at risk,Ulongoni A Secondary School,Gongolamboto,Ulongoni A,,,,-6.871397116,39.15525895,,,38,,
176,266,Important asset and not at risk,CCM Office,Gongolamboto,Ulongoni A,,,,-6.871795124,39.15676393,,,39,,
177,267,Important asset and not at risk,"Ihsan Mosques,Madina",Gongolamboto,Ulongoni B,,,,-6.869150126,39.13806628,,,40,,
179,268,Important asset and not at risk,Kilakala Madrasa,Gongolamboto,Ulongoni B,,,,-6.869734625,39.14310785,,,41,,
178,269,Important asset and not at risk,Unique Star Day Care Center,Gongolamboto,Ulongoni B,,,,-6.870255098,39.13900189,,,42,,
187,270,Important asset and not at risk,Masjid Gadaffi,Gongolamboto,Ulongoni B,,,,-6.870362842,39.14610401,,,43,,
180,271,Important asset and not at risk,Hossana Church,Gongolamboto,Ulongoni B,,,,-6.870412066,39.1425915,,,44,,
181,272,Important asset and not at risk,Dulla shoppe,Gongolamboto,Ulongoni B,,,,-6.872039576,39.14215778,,,45,,
182,273,Important asset and not at risk,Mama Rubb Sawmill,Gongolamboto,Ulongoni B,,,,-6.872245859,39.14176024,,,46,,
183,274,Important asset and not at risk,Micco Dispensary,Gongolamboto,Ulongoni B,,,,-6.872454969,39.14186282,,,47,,
184,275,Important asset and not at risk,Roman Catholic Church St.Pio,Gongolamboto,Ulongoni B,,,,-6.872584833,39.14229616,,,48,,
188,276,Important asset and not at risk,Ihsan Mosques,Gongolamboto,Ulongoni B,,,,-6.873001005,39.15245983,,,49,,
185,277,Important asset and not at risk,Gongo La Mbotoiprimary School,Gongolamboto,Ulongoni B,,,,-6.873482975,39.14066161,,,50,,
196,278,Important asset and not at risk,Kwandago Sawmill,Gongolamboto,Ulongoni B,,,,-6.874339205,39.14552906,,,51,,
